Tiempo(ms),Setpoint(cm),Altura(cm),PWM
18641,15.00,17.26,110.00
18661,15.00,18.11,110.00
18681,15.00,18.70,110.00
18701,15.00,19.32,110.00
18721,15.00,19.65,110.00
18741,15.00,19.78,110.00
18761,15.00,19.87,110.00
18781,15.00,20.04,110.00
18801,15.00,20.05,115.90
18821,15.00,20.06,116.82
18841,15.00,19.97,137.28
18861,15.00,19.91,132.01
18881,15.00,19.87,128.30
18901,15.00,19.84,125.70
18921,15.00,19.81,123.86
18941,15.00,19.51,181.02
18961,15.00,19.30,163.30
18981,15.00,18.86,209.33
19001,15.00,17.83,220.00
19021,15.00,17.11,220.00
19041,15.00,16.40,220.00
19061,15.00,15.69,220.00
19081,15.00,15.08,220.00
19101,15.00,14.66,217.45
19121,15.00,14.36,192.66
19141,15.00,14.26,153.39
19161,15.00,14.19,147.55
19181,15.00,14.35,110.00
19201,15.00,14.47,110.12
19221,15.00,14.86,110.00
19241,15.00,15.46,110.00
19261,15.00,16.08,110.00
19281,15.00,16.51,110.00
19301,15.00,16.81,110.00
19321,15.00,17.11,110.00
19341,15.00,17.62,110.00
19361,15.00,17.97,110.00
19381,15.00,18.22,110.00
19401,15.00,18.40,110.00
19421,15.00,18.52,110.00
19441,15.00,18.60,110.00
19461,15.00,18.66,110.40
19481,15.00,18.71,113.85
19501,15.00,18.73,116.25
19521,15.00,18.56,156.54
19541,15.00,18.35,166.43
19561,15.00,18.19,153.76
19581,15.00,18.09,144.88
19601,15.00,17.92,158.49
19621,15.00,17.17,220.00
19641,15.00,16.44,220.00
19661,15.00,15.93,220.00
19681,15.00,15.36,220.00
19701,15.00,14.96,211.52
19721,15.00,14.50,220.00
19741,15.00,14.18,197.87
19761,15.00,14.03,163.42
19781,15.00,14.03,133.90
19801,15.00,14.35,110.00
19821,15.00,14.68,110.00
19841,15.00,15.01,110.00
19861,15.00,15.35,110.00
19881,15.00,15.59,110.00
19901,15.00,16.07,110.00
19921,15.00,16.60,110.00
19941,15.00,16.98,110.00
19961,15.00,17.23,110.00
19981,15.00,17.61,110.00
20001,15.00,17.97,110.00
20021,15.00,18.22,110.00
20041,15.00,18.39,110.00
20061,15.00,18.52,110.00
20081,15.00,18.60,110.00
20101,15.00,18.66,110.15
20121,15.00,18.51,152.23
20141,15.00,18.41,143.54
20161,15.00,18.33,138.50
20181,15.00,18.09,172.55
20201,15.00,17.71,198.95
20221,15.00,17.24,220.00
20241,15.00,16.59,220.00
20261,15.00,15.93,220.00
20281,15.00,15.36,220.00
20301,15.00,14.96,211.22
20321,15.00,14.58,208.81
20341,15.00,14.31,186.51
20361,15.00,14.22,150.03
20381,15.00,14.16,145.11
20401,15.00,14.44,110.00
20421,15.00,14.74,110.00
20441,15.00,14.95,110.00
20461,15.00,15.20,110.00
20481,15.00,15.59,110.00
20501,15.00,16.07,110.00
20521,15.00,16.41,110.00
20541,15.00,16.74,110.00
20561,15.00,17.16,110.00
20581,15.00,17.47,110.00
20601,15.00,17.68,110.00
20621,15.00,17.92,110.00
20641,15.00,18.09,110.00
20661,15.00,18.40,110.00
20681,15.00,18.43,117.23
20701,15.00,18.45,118.77
20721,15.00,18.46,120.88
20741,15.00,18.46,121.32
20761,15.00,18.47,121.62
20781,15.00,18.38,140.61
20801,15.00,18.21,156.22
20821,15.00,18.00,165.31
20841,15.00,17.34,220.00
20861,15.00,16.56,220.00
20881,15.00,16.01,220.00
20901,15.00,15.52,220.00
20921,15.00,14.89,220.00
20941,15.00,14.45,220.00
20961,15.00,14.14,194.65
20981,15.00,13.93,176.74
21001,15.00,13.96,127.67
21021,15.00,13.98,129.40
21041,15.00,14.31,110.00
21061,15.00,14.55,110.00
21081,15.00,14.92,110.00
21101,15.00,15.17,110.00
21121,15.00,15.36,110.00
21141,15.00,15.70,110.00
21161,15.00,16.15,110.00
21181,15.00,16.56,110.00
21201,15.00,17.04,110.00
21221,15.00,17.57,110.00
21241,15.00,18.03,110.00
21261,15.00,18.36,110.00
21281,15.00,18.69,110.00
21301,15.00,18.91,110.00
21321,15.00,19.07,110.00
21341,15.00,18.99,137.05
21361,15.00,18.64,190.81
21381,15.00,18.40,170.70
21401,15.00,18.23,156.62
21421,15.00,17.92,186.42
21441,15.00,17.28,220.00
21461,15.00,16.72,220.00
21481,15.00,15.92,220.00
21501,15.00,15.35,220.00
21521,15.00,14.95,210.36
21541,15.00,14.67,187.25
21561,15.00,14.48,171.07
21581,15.00,14.34,159.76
21601,15.00,14.46,110.00
21621,15.00,14.65,110.00
21641,15.00,15.10,110.00
21661,15.00,15.41,110.00
21681,15.00,16.04,110.00
21701,15.00,16.49,110.00
21721,15.00,16.89,110.00
21741,15.00,17.37,110.00
21761,15.00,17.71,110.00
21781,15.00,17.85,110.00
21801,15.00,17.94,110.00
21821,15.00,18.01,110.00
21841,15.00,18.06,113.84
21861,15.00,18.09,116.56
21881,15.00,18.11,118.46
21901,15.00,18.13,119.78
21921,15.00,18.14,120.69
21941,15.00,18.15,121.32
21961,15.00,18.06,141.59
21981,15.00,17.80,175.85
22001,15.00,17.41,202.41
22021,15.00,16.92,220.00
22041,15.00,16.16,220.00
22061,15.00,15.62,220.00
22081,15.00,15.14,220.00
22101,15.00,14.91,177.29
22121,15.00,14.54,205.54
22141,15.00,14.28,184.08
22161,15.00,14.21,148.19
22181,15.00,14.26,121.76
22201,15.00,14.40,110.00
22221,15.00,14.71,110.00
22241,15.00,14.93,110.00
22261,15.00,15.08,110.00
22281,15.00,15.29,110.00
22301,15.00,15.76,110.00
22321,15.00,16.08,110.00
22341,15.00,16.31,110.00
22361,15.00,16.57,110.00
22381,15.00,16.86,110.00
22401,15.00,17.15,110.00
22421,15.00,17.55,110.00
22441,15.00,17.93,110.00
22461,15.00,18.20,110.00
22481,15.00,18.28,110.00
22501,15.00,18.05,169.11
22521,15.00,17.89,155.68
22541,15.00,17.68,165.07
22561,15.00,17.54,153.08
22581,15.00,17.12,209.40
22601,15.00,16.40,220.00
22621,15.00,15.90,220.00
22641,15.00,15.55,199.51
22661,15.00,15.09,220.00
22681,15.00,14.77,195.21
22701,15.00,14.37,212.06
22721,15.00,14.09,188.81
22741,15.00,13.97,157.92
22761,15.00,13.99,129.86
22781,15.00,14.00,130.84
22801,15.00,14.33,110.00
22821,15.00,14.66,110.00
22841,15.00,15.21,110.00
22861,15.00,15.90,110.00
22881,15.00,16.39,110.00
22901,15.00,16.91,110.00
22921,15.00,17.38,110.00
22941,15.00,17.91,110.00
22961,15.00,18.27,110.00
22981,15.00,18.53,110.00
23001,15.00,18.71,110.00
23021,15.00,18.93,110.00
23041,15.00,19.09,110.00
23061,15.00,19.20,110.00
23081,15.00,19.27,110.00
23101,15.00,19.33,110.00
23121,15.00,19.37,112.16
23141,15.00,19.20,152.96
23161,15.00,18.89,183.03
23181,15.00,18.58,184.73
23201,15.00,18.26,186.16
23221,15.00,17.94,186.36
23241,15.00,17.51,210.73
23261,15.00,16.78,220.00
23281,15.00,15.84,220.00
23301,15.00,15.12,220.00
23321,15.00,14.61,220.00
23341,15.00,14.25,203.51
23361,15.00,14.19,146.26
23381,15.00,14.14,142.27
23401,15.00,14.10,139.48
23421,15.00,14.19,115.60
23441,15.00,14.46,110.00
23461,15.00,14.86,110.00
23481,15.00,15.35,110.00
23501,15.00,15.90,110.00
23521,15.00,16.38,110.00
23541,15.00,16.82,110.00
23561,15.00,17.32,110.00
23581,15.00,17.86,110.00
23601,15.00,18.43,110.00
23621,15.00,18.83,110.00
23641,15.00,19.12,110.00
23661,15.00,19.32,110.00
23681,15.00,19.46,110.00
23701,15.00,19.45,120.46
23721,15.00,19.35,138.91
23741,15.00,19.29,133.25
23761,15.00,19.15,148.07
23781,15.00,18.95,160.76
23801,15.00,18.61,187.63
23821,15.00,18.28,188.13
23841,15.00,17.95,188.71
23861,15.00,17.51,212.33
23881,15.00,16.99,220.00
23901,15.00,16.53,219.94
23921,15.00,16.20,192.71
23941,15.00,15.86,195.56
23961,15.00,15.62,175.91
23981,15.00,15.36,183.03
24001,15.00,15.27,146.52
24021,15.00,15.21,141.58
24041,15.00,15.38,110.00
24061,15.00,15.72,110.00
24081,15.00,16.06,110.00
24101,15.00,16.49,110.00
24121,15.00,16.80,110.00
24141,15.00,17.11,110.00
24161,15.00,17.33,110.00
24181,15.00,17.58,110.00
24201,15.00,17.75,110.00
24221,15.00,17.88,110.00
24241,15.00,18.06,110.00
24261,15.00,18.18,110.00
24281,15.00,18.46,110.00
24301,15.00,18.47,120.70
24321,15.00,18.47,120.93
24341,15.00,18.66,110.00
24361,15.00,18.61,132.31
24381,15.00,18.57,129.04
24401,15.00,18.25,185.20
24421,15.00,17.83,207.48
24441,15.00,17.22,220.00
24461,15.00,16.79,212.05
24481,15.00,16.28,220.00
24501,15.00,15.60,220.00
24521,15.00,15.03,220.00
24541,15.00,14.62,211.67
24561,15.00,14.34,188.19
24581,15.00,14.25,150.88
24601,15.00,14.28,124.50
24621,15.00,14.63,110.00
24641,15.00,15.08,110.00
24661,15.00,15.40,110.00
24681,15.00,15.72,110.00
24701,15.00,16.06,110.00
24721,15.00,16.40,110.00
24741,15.00,16.63,110.00
24761,15.00,17.09,110.00
24781,15.00,17.41,110.00
24801,15.00,17.73,110.00
24821,15.00,17.95,110.00
24841,15.00,18.21,110.00
24861,15.00,18.39,110.00
24881,15.00,18.60,110.00
24901,15.00,18.66,110.00
24921,15.00,18.71,112.52
24941,15.00,18.73,115.96
24961,15.00,18.56,154.90
24981,15.00,18.34,164.87
25001,15.00,18.10,172.09
25021,15.00,17.82,177.39
25041,15.00,17.43,203.26
25061,15.00,16.83,220.00
25081,15.00,15.99,220.00
25101,15.00,15.40,220.00
25121,15.00,14.88,220.00
25141,15.00,14.44,218.60
25161,15.00,14.14,193.19
25181,15.00,14.00,160.79
25201,15.00,14.00,130.63
25221,15.00,14.12,110.00
25241,15.00,14.41,110.00
25261,15.00,14.82,110.00
25281,15.00,15.32,110.00
25301,15.00,15.67,110.00
25321,15.00,16.13,110.00
25341,15.00,16.55,110.00
25361,15.00,16.84,110.00
25381,15.00,17.04,110.00
25401,15.00,17.37,110.00
25421,15.00,17.70,110.00
25441,15.00,17.94,110.00
25461,15.00,18.10,110.00
25481,15.00,18.21,110.00
25501,15.00,18.29,110.00
25521,15.00,18.44,110.00
25541,15.00,18.36,138.21
25561,15.00,18.30,133.33
25581,15.00,18.26,129.91
25601,15.00,18.23,127.51
25621,15.00,18.21,125.82
25641,15.00,18.00,164.30
25661,15.00,17.23,220.00
25681,15.00,16.59,220.00
25701,15.00,15.93,220.00
25721,15.00,15.25,220.00
25741,15.00,14.60,220.00
25761,15.00,14.14,220.00
25781,15.00,13.83,196.60
25801,15.00,13.60,178.02
25821,15.00,13.73,110.00
25841,15.00,14.03,110.00
25861,15.00,14.24,110.00
25881,15.00,14.60,110.00
25901,15.00,14.85,110.00
25921,15.00,15.02,110.00
25941,15.00,15.26,110.00
25961,15.00,15.84,110.00
25981,15.00,16.34,110.00
26001,15.00,16.69,110.00
26021,15.00,17.04,110.00
26041,15.00,17.38,110.00
26061,15.00,17.71,110.00
26081,15.00,18.42,110.00
26101,15.00,18.92,110.00
26121,15.00,19.27,110.00
26141,15.00,19.13,147.75
26161,15.00,18.94,158.28
26181,15.00,18.51,206.59
26201,15.00,18.21,181.64
26221,15.00,18.00,164.16
26241,15.00,17.86,151.92
26261,15.00,17.34,220.00
26281,15.00,16.87,218.78
26301,15.00,16.34,220.00
26321,15.00,15.86,220.00
26341,15.00,15.41,216.78
26361,15.00,15.11,191.11
26381,15.00,14.99,152.26
26401,15.00,14.91,145.69
26421,15.00,14.97,119.17
26441,15.00,15.32,110.00
26461,15.00,15.78,110.00
26481,15.00,16.10,110.00
26501,15.00,16.62,110.00
26521,15.00,16.99,110.00
26541,15.00,17.24,110.00
26561,15.00,17.42,110.00
26581,15.00,17.55,110.00
26601,15.00,17.83,110.00
26621,15.00,18.02,110.00
26641,15.00,18.16,110.00
26661,15.00,18.25,110.00
26681,15.00,18.32,110.00
26701,15.00,18.56,110.00
26721,15.00,18.73,110.00
26741,15.00,18.85,110.00
26761,15.00,18.64,162.69
26781,15.00,18.49,150.39
26801,15.00,18.30,160.57
26821,15.00,18.06,168.96
26841,15.00,17.27,220.00
26861,15.00,16.51,220.00
26881,15.00,15.87,220.00
26901,15.00,15.32,220.00
26921,15.00,14.93,207.36
26941,15.00,14.66,184.76
26961,15.00,14.47,168.94
26981,15.00,14.34,157.87
27001,15.00,14.35,128.20
27021,15.00,14.36,129.09
27041,15.00,14.68,110.00
27061,15.00,15.22,110.00
27081,15.00,15.61,110.00
27101,15.00,16.08,110.00
27121,15.00,16.41,110.00
27141,15.00,16.75,110.00
27161,15.00,17.17,110.00
27181,15.00,17.46,110.00
27201,15.00,17.67,110.00
27221,15.00,17.91,110.00
27241,15.00,18.28,110.00
27261,15.00,18.53,110.00
27281,15.00,18.71,110.00
27301,15.00,18.93,110.00
27321,15.00,19.08,110.00
27341,15.00,19.00,136.38
27361,15.00,18.75,170.09
27381,15.00,18.47,176.41
27401,15.00,18.28,160.20
27421,15.00,18.14,148.86
27441,15.00,17.95,159.70
27461,15.00,17.62,189.43
27481,15.00,16.86,220.00
27501,15.00,16.33,220.00
27521,15.00,15.53,220.00
27541,15.00,14.97,220.00
27561,15.00,14.40,220.00
27581,15.00,14.00,212.25
27601,15.00,13.72,188.86
27621,15.00,13.71,134.92
27641,15.00,14.33,110.00
27661,15.00,15.19,110.00
27681,15.00,15.79,110.00
27701,15.00,16.40,110.00
27721,15.00,16.93,110.00
27741,15.00,17.59,110.00
27761,15.00,18.04,110.00
27781,15.00,18.36,110.00
27801,15.00,18.69,110.00
27821,15.00,18.91,110.00
27841,15.00,18.88,126.34
27861,15.00,18.86,124.40
27881,15.00,19.04,110.00
27901,15.00,19.06,113.66
27921,15.00,19.08,115.25
27941,15.00,19.19,110.00
27961,15.00,19.27,110.00
27981,15.00,19.23,127.41
28001,15.00,19.39,110.00
28021,15.00,19.50,110.00
28041,15.00,19.29,160.57
28061,15.00,19.15,148.31
28081,15.00,18.25,220.00
28101,15.00,17.62,220.00
28121,15.00,16.96,220.00
28141,15.00,16.40,220.00
28161,15.00,15.68,220.00
28181,15.00,14.90,220.00
28201,15.00,14.36,220.00
28221,15.00,13.97,208.35
28241,15.00,13.71,186.07
28261,15.00,14.01,110.00
28281,15.00,14.23,110.00
28301,15.00,14.49,110.00
28321,15.00,14.88,110.00
28341,15.00,15.15,110.00
28361,15.00,15.55,110.00
28381,15.00,15.94,110.00
28401,15.00,16.32,110.00
28421,15.00,17.06,110.00
28441,15.00,17.59,110.00
28461,15.00,18.05,110.00
28481,15.00,18.47,110.00
28501,15.00,18.86,110.00
28521,15.00,19.23,110.00
28541,15.00,19.59,110.00
28561,15.00,19.83,110.00
28581,15.00,19.91,110.00
28601,15.00,20.06,110.00
28621,15.00,20.16,110.00
28641,15.00,19.85,178.96
28661,15.00,19.44,200.58
28681,15.00,19.15,176.53
28701,15.00,18.85,178.48
28721,15.00,18.45,201.99
28741,15.00,17.44,220.00
28761,15.00,16.31,220.00
28781,15.00,15.52,220.00
28801,15.00,14.89,220.00
28821,15.00,14.45,218.43
28841,15.00,14.03,214.75
28861,15.00,13.85,168.60
28881,15.00,14.01,110.00
28901,15.00,14.33,110.00
28921,15.00,14.87,110.00
28941,15.00,15.35,110.00
28961,15.00,15.69,110.00
28981,15.00,16.04,110.00
29001,15.00,16.48,110.00
29021,15.00,16.79,110.00
29041,15.00,17.11,110.00
29061,15.00,17.52,110.00
29081,15.00,17.80,110.00
29101,15.00,18.10,110.00
29121,15.00,18.41,110.00
29141,15.00,18.82,110.00
29161,15.00,19.10,110.00
29181,15.00,19.30,110.00
29201,15.00,19.25,128.81
29221,15.00,19.21,126.82
29241,15.00,18.99,163.01
29261,15.00,18.74,168.98
29281,15.00,18.47,174.43
29301,15.00,18.28,158.65
29321,15.00,17.85,208.14
29341,15.00,17.23,220.00
29361,15.00,16.38,220.00
29381,15.00,15.67,220.00
29401,15.00,15.18,220.00
29421,15.00,14.83,198.57
29441,15.00,14.59,178.42
29461,15.00,14.42,164.31
29481,15.00,14.41,133.56
29501,15.00,14.82,110.00
29521,15.00,15.22,110.00
29541,15.00,15.49,110.00
29561,15.00,15.90,110.00
29581,15.00,16.38,110.00
29601,15.00,16.82,110.00
29621,15.00,17.12,110.00
29641,15.00,17.44,110.00
29661,15.00,17.56,110.00
29681,15.00,17.73,110.00
29701,15.00,17.86,110.00
29721,15.00,17.95,110.00
29741,15.00,18.01,110.00
29761,15.00,18.05,112.80
29781,15.00,18.18,110.00
29801,15.00,18.47,110.00
29821,15.00,18.67,110.00
29841,15.00,18.42,169.90
29861,15.00,18.24,155.45
29881,15.00,18.03,165.17
29901,15.00,17.77,172.21
29921,15.00,17.28,220.00
29941,15.00,16.62,220.00
29961,15.00,15.56,220.00
29981,15.00,14.82,220.00
30001,15.00,14.29,220.00
30021,15.00,14.03,183.49
30041,15.00,14.03,131.75
30061,15.00,14.14,110.00
30081,15.00,14.32,110.00
30101,15.00,14.86,110.00
30121,15.00,15.25,110.00
30141,15.00,15.83,110.00
30161,15.00,16.24,110.00
30181,15.00,16.53,110.00
30201,15.00,16.73,110.00
30221,15.00,16.87,110.00
30241,15.00,17.16,110.00
30261,15.00,17.37,110.00
30281,15.00,17.51,110.00
30301,15.00,17.61,110.00
30321,15.00,17.68,110.00
30341,15.00,17.73,112.26
30361,15.00,17.66,134.92
30381,15.00,17.62,131.19
30401,15.00,17.59,128.57
30421,15.00,17.56,126.73
30441,15.00,17.55,125.44
30461,15.00,17.23,186.11
30481,15.00,16.91,189.68
30501,15.00,16.57,191.40
30521,15.00,16.23,193.91
30541,15.00,15.89,194.89
30561,15.00,15.54,196.88
30581,15.00,14.91,220.00
30601,15.00,14.47,219.25
30621,15.00,14.15,193.27
30641,15.00,13.93,175.09
30661,15.00,13.96,125.83
30681,15.00,14.08,110.00
30701,15.00,14.28,110.00
30721,15.00,14.63,110.00
30741,15.00,14.88,110.00
30761,15.00,15.15,110.00
30781,15.00,15.34,110.00
30801,15.00,15.80,110.00
30821,15.00,16.22,110.00
30841,15.00,16.51,110.00
30861,15.00,16.81,110.00
30881,15.00,17.21,110.00
30901,15.00,17.49,110.00
30921,15.00,17.69,110.00
30941,15.00,17.84,110.00
30961,15.00,18.13,110.00
30981,15.00,18.33,110.00
31001,15.00,18.28,130.26
31021,15.00,18.05,167.06
31041,15.00,17.89,153.64
31061,15.00,17.47,206.88
31081,15.00,16.86,220.00
31101,15.00,16.33,220.00
31121,15.00,15.95,201.48
31141,15.00,15.27,220.00
31161,15.00,14.79,220.00
31181,15.00,14.46,196.70
31201,15.00,14.23,177.28
31221,15.00,14.27,121.93
31241,15.00,14.41,110.00
31261,15.00,14.50,110.55
31281,15.00,14.89,110.00
31301,15.00,15.27,110.00
31321,15.00,15.54,110.00
31341,15.00,15.83,110.00
31361,15.00,16.23,110.00
31381,15.00,16.62,110.00
31401,15.00,16.98,110.00
31421,15.00,17.24,110.00
31441,15.00,17.42,110.00
31461,15.00,17.55,110.00
31481,15.00,17.63,110.00
31501,15.00,17.79,110.00
31521,15.00,17.90,110.00
31541,15.00,17.98,110.00
31561,15.00,18.03,111.00
31581,15.00,18.07,113.91
31601,15.00,18.00,134.73
31621,15.00,17.95,130.74
31641,15.00,17.82,147.77
31661,15.00,17.53,180.81
31681,15.00,16.69,220.00
31701,15.00,15.89,220.00
31721,15.00,15.33,220.00
31741,15.00,14.66,220.00
31761,15.00,14.08,220.00
31781,15.00,13.67,213.25
31801,15.00,13.38,189.55
31821,15.00,13.19,172.97
31841,15.00,13.05,161.37
31861,15.00,13.34,110.00
31881,15.00,13.55,110.00
31901,15.00,13.90,110.00
31921,15.00,14.26,110.00
31941,15.00,14.72,110.00
31961,15.00,15.36,110.00
31981,15.00,16.00,110.00
32001,15.00,16.55,110.00
32021,15.00,17.13,110.00
32041,15.00,17.83,110.00
32061,15.00,18.41,110.00
32081,15.00,19.01,110.00
32101,15.00,19.43,110.00
32121,15.00,19.73,110.00
32141,15.00,19.94,110.00
32161,15.00,20.08,110.00
32181,15.00,19.70,193.50
32201,15.00,19.33,190.97
32221,15.00,19.07,169.60
32241,15.00,18.80,174.47
32261,15.00,18.60,158.28
32281,15.00,18.37,165.73
32301,15.00,18.21,152.38
32321,15.00,17.69,220.00
32341,15.00,17.23,216.13
32361,15.00,16.69,220.00
32381,15.00,16.10,220.00
32401,15.00,15.69,208.95
32421,15.00,15.40,184.97
32441,15.00,15.20,168.19
32461,15.00,15.27,113.64
32481,15.00,15.53,110.00
32501,15.00,16.32,110.00
32521,15.00,16.88,110.00
32541,15.00,17.26,110.00
32561,15.00,17.82,110.00
32581,15.00,18.31,110.00
32601,15.00,18.55,110.00
32621,15.00,18.73,110.00
32641,15.00,18.85,110.00
32661,15.00,18.83,121.48
32681,15.00,18.82,120.66
32701,15.00,18.82,120.08
32721,15.00,18.81,119.66
32741,15.00,18.71,139.19
32761,15.00,18.45,171.89
32781,15.00,18.46,118.00
32801,15.00,18.46,118.42
32821,15.00,18.08,196.99
32841,15.00,17.81,174.67
32861,15.00,17.52,179.92
32881,15.00,17.32,162.96
32901,15.00,17.07,173.01
32921,15.00,16.89,158.40
32941,15.00,16.67,169.04
32961,15.00,16.19,219.54
32981,15.00,15.86,193.05
33001,15.00,15.62,173.47
33021,15.00,15.35,180.65
33041,15.00,15.17,165.05
33061,15.00,15.04,154.14
33081,15.00,15.05,125.62
33101,15.00,15.27,110.00
33121,15.00,15.74,110.00
33141,15.00,16.17,110.00
33161,15.00,16.58,110.00
33181,15.00,16.86,110.00
33201,15.00,17.15,110.00
33221,15.00,17.45,110.00
33241,15.00,17.67,110.00
33261,15.00,17.82,110.00
33281,15.00,17.92,110.00
33301,15.00,17.99,110.00
33321,15.00,18.05,110.07
33341,15.00,17.98,132.88
33361,15.00,17.94,129.25
33381,15.00,17.91,126.71
33401,15.00,17.89,124.92
33421,15.00,17.68,162.28
33441,15.00,17.43,172.21
33461,15.00,16.83,220.00
33481,15.00,16.41,208.19
33501,15.00,15.59,220.00
33521,15.00,14.84,220.00
33541,15.00,14.31,220.00
33561,15.00,13.94,205.41
33581,15.00,13.68,182.56
33601,15.00,13.68,131.06
33621,15.00,13.89,110.00
33641,15.00,14.04,110.00
33661,15.00,14.25,110.00
33681,15.00,14.60,110.00
33701,15.00,14.96,110.00
33721,15.00,15.31,110.00
33741,15.00,15.67,110.00
33761,15.00,16.13,110.00
33781,15.00,16.45,110.00
33801,15.00,16.87,110.00
33821,15.00,17.35,110.00
33841,15.00,17.69,110.00
33861,15.00,17.92,110.00
33881,15.00,18.09,110.00
33901,15.00,18.21,110.00
33921,15.00,18.29,110.00
33941,15.00,18.34,110.00
33961,15.00,18.19,150.09
33981,15.00,18.08,142.31
34001,15.00,17.91,154.62
34021,15.00,17.79,144.67
34041,15.00,17.51,178.41
34061,15.00,16.99,220.00
34081,15.00,16.53,216.45
34101,15.00,15.78,220.00
34121,15.00,15.15,220.00
34141,15.00,14.63,220.00
34161,15.00,14.27,201.86
34181,15.00,14.01,180.82
34201,15.00,14.02,129.56
34221,15.00,14.23,110.00
34241,15.00,14.49,110.00
34261,15.00,14.67,110.00
34281,15.00,15.22,110.00
34301,15.00,15.81,110.00
34321,15.00,16.32,110.00
34341,15.00,16.87,110.00
34361,15.00,17.26,110.00
34381,15.00,17.53,110.00
34401,15.00,17.72,110.00
34421,15.00,17.86,110.00
34441,15.00,17.95,110.00
34461,15.00,18.01,110.00
34481,15.00,18.54,110.00
34501,15.00,18.91,110.00
34521,15.00,19.65,110.00
34541,15.00,20.17,110.00
34561,15.00,19.76,196.78
34581,15.00,19.48,174.22
34601,15.00,19.18,177.22
34621,15.00,18.58,220.00
34641,15.00,17.96,220.00
34661,15.00,17.10,220.00
34681,15.00,16.17,220.00
34701,15.00,15.53,220.00
34721,15.00,15.08,217.75
34741,15.00,14.76,191.46
34761,15.00,14.54,173.06
34781,15.00,14.39,160.18
34801,15.00,14.49,110.00
34821,15.00,14.77,110.00
34841,15.00,15.08,110.00
34861,15.00,15.61,110.00
34881,15.00,16.08,110.00
34901,15.00,16.41,110.00
34921,15.00,16.75,110.00
34941,15.00,17.07,110.00
34961,15.00,17.40,110.00
34981,15.00,17.82,110.00
35001,15.00,18.21,110.00
35021,15.00,18.39,110.00
35041,15.00,18.80,110.00
35061,15.00,19.10,110.00
35081,15.00,19.30,110.00
35101,15.00,19.45,110.00
35121,15.00,19.55,110.00
35141,15.00,19.62,110.00
35161,15.00,19.67,110.00
35181,15.00,19.31,188.35
35201,15.00,18.97,186.31
35221,15.00,18.53,205.97
35241,15.00,18.23,180.56
35261,15.00,17.29,220.00
35281,15.00,16.42,220.00
35301,15.00,15.41,220.00
35321,15.00,14.71,220.00
35341,15.00,14.21,220.00
35361,15.00,13.87,198.36
35381,15.00,13.81,143.09
35401,15.00,13.88,117.53
35421,15.00,14.23,110.00
35441,15.00,14.70,110.00
35461,15.00,15.24,110.00
35481,15.00,15.73,110.00
35501,15.00,16.26,110.00
35521,15.00,16.64,110.00
35541,15.00,16.99,110.00
35561,15.00,17.34,110.00
35581,15.00,17.78,110.00
35601,15.00,18.18,110.00
35621,15.00,18.66,110.00
35641,15.00,18.99,110.00
35661,15.00,19.23,110.00
35681,15.00,19.39,110.00
35701,15.00,19.50,110.00
35721,15.00,19.39,138.99
35741,15.00,19.31,132.45
35761,15.00,19.06,167.52
35781,15.00,18.79,171.68
35801,15.00,18.60,156.03
35821,15.00,18.38,164.89
35841,15.00,17.92,212.05
35861,15.00,17.17,220.00
35881,15.00,16.12,220.00
35901,15.00,15.39,220.00
35921,15.00,14.88,220.00
35941,15.00,14.52,200.43
35961,15.00,14.27,179.52
35981,15.00,14.20,144.01
36001,15.00,14.25,118.90
36021,15.00,14.39,110.00
36041,15.00,15.13,110.00
36061,15.00,15.75,110.00
36081,15.00,16.19,110.00
36101,15.00,16.49,110.00
36121,15.00,16.80,110.00
36141,15.00,17.01,110.00
36161,15.00,17.16,110.00
36181,15.00,17.27,110.00
36201,15.00,17.34,110.00
36221,15.00,17.39,111.16
36241,15.00,17.43,114.14
36261,15.00,17.45,116.22
36281,15.00,17.47,117.67
36301,15.00,17.39,137.47
36321,15.00,17.34,132.76
36341,15.00,17.30,129.47
36361,15.00,17.26,128.20
36381,15.00,17.24,126.27
36401,15.00,17.12,145.80
36421,15.00,16.62,220.00
36441,15.00,16.26,194.96
36461,15.00,16.01,174.31
36481,15.00,15.73,181.78
36501,15.00,15.22,220.00
36521,15.00,14.86,199.23
36541,15.00,14.61,178.37
36561,15.00,14.44,163.77
36581,15.00,14.31,153.55
36601,15.00,14.33,124.48
36621,15.00,14.66,110.00
36641,15.00,14.90,110.00
36661,15.00,15.06,110.00
36681,15.00,15.17,110.00
36701,15.00,15.25,110.00
36721,15.00,15.41,110.00
36741,15.00,15.53,110.00
36761,15.00,15.71,110.00
36781,15.00,16.16,110.00
36801,15.00,16.47,110.00
36821,15.00,16.69,110.00
36841,15.00,16.85,110.00
36861,15.00,16.95,110.00
36881,15.00,17.02,110.00
36901,15.00,17.08,111.01
36921,15.00,17.01,136.14
36941,15.00,16.75,174.87
36961,15.00,16.57,158.67
36981,15.00,16.33,171.32
37001,15.00,16.06,178.37
37021,15.00,15.67,204.44
37041,15.00,15.28,203.38
37061,15.00,15.01,180.98
37081,15.00,14.82,166.35
37101,15.00,14.58,175.96
37121,15.00,14.52,140.15
37141,15.00,14.48,136.73
37161,15.00,14.45,134.34
37181,15.00,14.54,111.79
37201,15.00,14.70,110.00
37221,15.00,14.82,110.00
37241,15.00,14.90,111.17
